경기번호,순서,나이,등급,이름,성별,체중,평균착순점,평균득점,평균ST,3연대율,2연대율,승률,최근8경기착순,평균사고점(종합),연간평균착순점,연간연대율,전일성적,1코스,2코스,3코스,4코스,5코스,6코스,출주횟수,보트평균착순점,보트연대율,보트번호,모터평균착순점,모터3연대율,모터2연대율,모터번호,금일출주경주,rank1,rank2,rank3
13,6,42,A2,이지수,여,57,6.88,6.72,0.18,81.3,56.3,12.5,2232 2231,,6.73,50.0,,100.0/5,100.0/4,33.3/6,20.0/5,20.0/5,0.0/5,30,5.92,45.2,89,5.99,64.3,38.6,106,,1.0,5,3
14,1,34,A1,조성인,남,55,7.56,7.5,0.2,81.3,62.5,43.8,1314 1321,,8.04,68.0,,87.5/8,100.0/4,83.3/6,57.1/7,71.4/7,57.1/7,39,6.31,46.9,41,6.35,66.7,50.0,98,,1.0,4,2
14,2,53,A1,김현철,남,55,8.22,8.11,0.19,88.9,83.3,44.4,2211 3211,,8.17,79.2,,75.0/4,60.0/5,66.7/6,60.0/5,100.0/7,57.1/7,34,6.25,46.4,75,6.05,65.3,45.3,15,,1.0,4,2
14,3,50,A1,이용세,남,55,7.63,7.53,0.17,81.3,81.3,31.3,2211 2241,,7.44,76.0,,100.0/5,85.7/7,71.4/7,75.0/4,85.7/7,16.7/6,36,6.1,45.2,43,5.93,59.7,43.3,53,,1.0,4,2
14,4,36,A1,류석현,남,56,7.68,7.47,0.22,84.2,63.2,47.4,1121 1111,,7.52,60.0,,100.0/6,50.0/8,80.0/5,71.4/7,42.9/7,40.0/5,38,6.01,44.4,45,6.61,65.6,49.2,78,,1.0,4,2
14,5,39,A2,윤동오,남,60,6.35,6.18,0.18,64.7,58.8,17.6,4252 1124,,6.61,60.9,,71.4/7,66.7/3,42.9/7,60.0/5,16.7/6,40.0/5,33,5.8,40.0,53,6.17,64.3,48.6,144,,1.0,4,2
14,6,37,A2,손지영,여,53,7.11,7.05,0.2,73.7,57.9,31.6,2122 4413,,7.0,56.0,,100.0/6,60.0/5,66.7/6,16.7/6,20.0/5,16.7/6,34,5.85,45.9,27,6.41,68.5,46.6,140,,1.0,4,2
15,1,42,B1,황이태,남,58,5.33,5.33,18.15,50.0,33.3,0.0,3442 5226,,6.0,0.0,,00.0/0,00.0/0,0.0/1,0.0/1,00.0/0,0.0/1,3,5.3,28.8,17,4.16,36.2,17.2,56,7.0,5.0,4,3
15,2,43,A2,박상현,남,62,3.43,3.0,18.51,42.9,0.0,0.0,5663 3533,,2.0,0.0,,00.0/0,00.0/0,0.0/1,00.0/0,00.0/0,00.0/0,1,5.4,32.4,72,4.27,37.1,17.1,16,5.0,5.0,4,3
15,3,51,B1,권현기,남,59,4.17,3.83,18.26,33.3,0.0,0.0,3644 4336,,6.0,0.0,,0.0/1,0.0/1,00.0/0,0.0/1,00.0/0,00.0/0,3,4.94,32.1,3,4.51,39.8,21.6,102,6.0,5.0,4,3
15,4,46,A1,한  진,남,58,7.83,7.33,18.25,83.3,83.3,50.0,2111 6232,,8.0,100.0,,00.0/0,00.0/0,100.0/1,00.0/0,00.0/0,100.0/1,2,4.51,20.9,14,4.51,42.6,25.0,90,8.0,5.0,4,3
15,5,49,B2,이재학,남,57,5.5,5.33,18.21,66.7,16.7,16.7,6334 1356,,0.0,0.0,,00.0/0,0.0/1,00.0/0,00.0/0,0.0/1,00.0/0,2,5.25,33.3,74,4.53,43.9,22.8,103,,5.0,4,3
15,6,44,A1,박종덕,남,55,7.0,7.0,18.0,83.3,50.0,16.7,2123 4363,,9.0,100.0,,50.0/2,100.0/1,00.0/0,00.0/0,100.0/1,00.0/0,4,4.64,27.6,98,4.85,46.0,34.5,141,2.0,5.0,4,3
16,1,44,A2,구현구,남,64,3.14,2.71,18.36,14.3,14.3,0.0,4565 2466,,4.0,0.0,,00.0/0,00.0/0,00.0/0,00.0/0,0.0/1,00.0/0,1,5.19,28.6,33,3.87,38.3,18.3,121,9.0,4.0,3,2
16,2,35,B2,고정환,남,63,6.71,6.71,18.31,71.4,71.4,14.3,1262 4222,,10.0,100.0,,00.0/0,00.0/0,100.0/1,00.0/0,00.0/0,00.0/0,1,4.58,26.1,46,4.78,41.4,31.0,76,5.0,4.0,3,2
16,3,51,B2,황만주,남,63,4.83,4.17,18.48,50.0,33.3,0.0,5262 4364,,2.0,0.0,,50.0/2,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,2,5.3,37.8,94,3.88,32.1,19.6,120,7.0,4.0,3,2
16,4,48,A1,최광성,남,58,3.33,3.17,18.26,16.7,16.7,16.7,4616 5522,,4.0,0.0,,00.0/0,00.0/0,0.0/1,00.0/0,100.0/1,0.0/1,3,5.47,36.7,37,5.89,62.5,45.0,19,,4.0,3,2
16,5,33,B2,박민성,남,61,4.0,3.8,18.15,40.0,20.0,0.0,2664 3,,8.0,100.0,,50.0/2,0.0/1,00.0/0,00.0/0,00.0/0,00.0/0,3,5.19,35.3,96,4.84,43.5,29.4,42,,4.0,3,2
16,6,44,B1,신동길,남,59,4.14,4.0,18.39,42.9,14.3,0.0,5362 3541,,2.0,0.0,,0.0/1,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,1,4.19,25.6,48,4.7,42.1,34.2,110,6.0,4.0,3,2
1,1,42,B2,장수영,남,56,4.33,2.58,0.17,58.3,16.7,0.0,3365 5203,,4.33,16.7, 일11-3-6,66.7/3,0.0/3,20.0/5,33.3/3,0.0/3,0.0/3,20,5.06,35.7,39,4.67,43.4,25.3,131,9.0,2.0,4,3
1,2,48,A1,최광성,남,58,5.24,3.88,0.26,64.7,23.5,17.6,5313 3143,,5.47,26.7, 온16-1-4,100.0/4,100.0/3,50.0/4,20.0/5,0.0/4,20.0/5,25,5.47,36.7,37,5.89,62.5,45.0,19,,2.0,4,3
1,3,29,B1,홍진수,남,54,6.43,6.36,0.2,85.7,35.7,14.3,1323 2513,,6.84,47.4," 일02-1-1, 일08-6-6",80.0/5,33.3/6,75.0/4,40.0/5,25.0/4,0.0/4,28,5.45,36.0,109,4.78,45.9,25.9,87,,2.0,4,3
1,4,53,A2,권명호,남,58,5.79,5.37,0.24,63.2,47.4,15.8,2125 2321,,6.27,54.5, 일06-2-6,75.0/4,80.0/5,57.1/7,80.0/5,80.0/5,50.0/4,30,5.24,32.6,20,4.44,47.5,26.2,117,8.0,2.0,4,3
1,5,40,A2,박설희,여,59,4.06,2.94,0.2,37.5,25.0,0.0,3022 5553,,3.82,18.2, 일01-2-4,33.3/3,0.0/2,0.0/5,33.3/3,33.3/3,0.0/5,21,4.75,25.3,100,4.86,48.9,27.8,127,7.0,2.0,4,3
1,6,48,B1,김종목,남,55,4.47,4.24,0.23,47.1,17.6,11.8,3335 4241,,4.25,15.0, 일05-4-4,60.0/5,50.0/4,16.7/6,0.0/4,0.0/6,0.0/4,29,4.18,18.2,23,5.3,51.9,30.9,51,11.0,2.0,4,3
2,1,28,A2,나종호,남,62,6.78,6.72,0.19,83.3,38.9,27.8,3131 3145,,6.52,38.1, 일10-2-3,80.0/5,60.0/5,20.0/5,50.0/4,0.0/5,0.0/5,29,5.21,40.3,13,4.69,42.5,27.6,48,11.0,1.0,2,6
2,2,49,B2,이재학,남,57,5.67,5.53,0.27,60.0,40.0,20.0,5151 3422,,5.78,44.4, 온15-1-5,100.0/4,0.0/5,75.0/4,40.0/5,40.0/5,0.0/5,28,5.25,33.3,74,4.53,43.9,22.8,103,8.0,1.0,2,6
2,3,54,A2,조현귀,남,62,3.53,2.2,0.21,26.7,13.3,6.7,0564 6644,,2.09,0.0, 일02-5-6,0.0/4,50.0/4,0.0/2,40.0/5,0.0/3,25.0/4,22,4.78,25.8,59,4.08,36.1,23.0,113,10.0,1.0,2,6
2,4,35,B2,고정환,남,63,4.38,3.65,0.16,38.5,23.1,7.7,5453 3621,,4.47,23.5," 일05-2-6, 온16-3-2",40.0/5,25.0/4,33.3/3,0.0/3,0.0/4,0.0/4,23,4.58,26.1,46,4.78,41.4,31.0,76,,1.0,2,6
2,5,47,A1,정민수,남,61,6.95,6.85,0.29,85.0,55.0,20.0,1132 3256,,6.88,56.0," 일03-3-4, 일11-4-3",83.3/6,60.0/5,50.0/6,60.0/5,50.0/4,16.7/6,32,5.48,34.5,9,5.35,50.6,36.1,61,,1.0,2,6
2,6,42,A2,신현경,여,51,5.07,4.71,0.23,57.1,21.4,14.3,5323 3414,,4.44,16.7, 일08-1-1,50.0/6,40.0/5,0.0/4,66.7/3,0.0/4,33.3/3,25,5.52,35.2,1,4.95,49.4,29.9,116,,1.0,2,6
3,1,39,B2,김강현,남,55,5.69,5.54,0.21,69.2,23.1,7.7,5433 2534,,6.1,35.0, 일02-3-5,50.0/4,40.0/5,33.3/3,33.3/3,33.3/3,0.0/4,22,4.51,23.5,49,4.99,48.8,28.6,12,11.0,5.0,3,2
3,2,51,B1,권현기,남,59,3.07,2.67,0.26,13.3,6.7,0.0,5555 2434,,3.39,11.1," 일06-5-4, 온15-3-3",25.0/4,40.0/5,14.3/7,33.3/3,0.0/5,0.0/5,29,4.94,32.1,3,4.51,39.8,21.6,102,,5.0,3,2
3,3,29,A2,정세혁,남,58,5.21,5.03,0.2,47.4,36.8,21.1,6156 4235,,5.05,36.4, 일01-5-2,83.3/6,16.7/6,60.0/5,0.0/5,20.0/5,20.0/5,32,4.45,29.9,107,4.64,42.5,30.0,49,9.0,5.0,3,2
3,4,44,A2,강지환,남,60,5.24,5.06,0.27,41.2,29.4,23.5,4254 6514,,5.45,35.0," 일04-6-5, 일11-1-2",75.0/4,16.7/6,50.0/4,33.3/3,0.0/6,40.0/5,28,4.79,28.2,2,4.99,50.0,30.7,124,,5.0,3,2
3,5,31,B2,전동욱,남,56,3.17,3.08,0.23,25.0,8.3,0.0,2356 5536,,4.0,21.4, 일12-2-2,50.0/2,75.0/4,50.0/2,0.0/3,0.0/4,0.0/2,17,4.23,23.2,61,5.26,52.2,34.4,115,10.0,5.0,3,2
3,6,35,A1,반혜진,여,52,5.12,4.88,0.23,52.9,29.4,5.9,2442 5334,,5.05,30.0, 일03-2-1,40.0/5,50.0/6,66.7/6,0.0/5,0.0/3,40.0/5,30,4.77,27.7,15,4.65,42.6,27.8,104,12.0,5.0,3,2
4,1,49,B1,김기한,남,54,4.29,4.29,0.26,28.6,7.1,0.0,4435 3445,,4.24,11.8, 일08-2-3,40.0/5,50.0/4,0.0/4,0.0/5,0.0/7,0.0/5,30,4.61,25.9,82,5.06,52.2,29.9,17,15.0,1.0,2,5
4,2,40,A1,주은석,남,58,6.5,6.45,0.2,65.0,55.0,25.0,4554 1235,,6.08,50.0," 일01-6-3, 일09-5-5",62.5/8,100.0/5,40.0/5,44.4/9,33.3/6,42.9/7,40,3.55,13.7,88,4.88,50.5,25.3,45,,1.0,2,5
4,3,44,B1,신동길,남,59,4.8,4.37,0.2,40.0,40.0,13.3,5645 6642,,4.8,40.0," 일06-6-1, 온16-실격-6",66.7/3,0.0/3,75.0/4,33.3/3,50.0/2,40.0/5,20,4.19,25.6,48,4.7,42.1,34.2,110,,1.0,2,5
4,4,36,A1,서  휘,남,55,6.67,6.42,0.18,66.7,55.6,27.8,5513 2421,,6.57,52.4, 일03-5-3,75.0/4,66.7/6,83.3/6,100.0/4,40.0/5,0.0/6,31,5.28,36.1,66,5.04,52.2,32.2,114,11.0,1.0,2,5
4,5,42,A2,정경호,남,56,5.0,4.53,0.19,46.7,20.0,20.0,6435 5403,,4.76,19.0, 일07-2-2,50.0/6,50.0/6,33.3/6,20.0/5,20.0/5,0.0/5,33,4.98,31.8,25,5.03,49.4,34.2,24,,1.0,2,5
4,6,51,A1,이태희,남,57,5.94,4.78,0.23,55.6,33.3,33.3,1416 4111,,5.92,46.2, 일10-3-4,75.0/4,40.0/5,25.0/4,66.7/3,25.0/4,0.0/4,24,4.1,21.9,81,5.16,50.8,31.7,38,10.0,1.0,2,5
5,1,46,A2,우진수,남,54,5.0,4.95,0.2,47.4,31.6,15.8,5662 1615,,5.14,31.8," 일02-4-3, 일09-3-6",83.3/6,60.0/5,50.0/6,0.0/6,20.0/5,0.0/6,34,4.7,32.6,97,4.94,48.8,31.7,2,,1.0,5,4
5,2,32,B1,이지은,여,53,4.35,3.35,0.23,35.0,30.0,25.0,1436 6451,,4.29,29.4, 일04-1-4,66.7/6,50.0/4,0.0/5,0.0/2,33.3/3,0.0/5,25,5.25,36.6,6,4.13,38.3,16.7,136,15.0,1.0,5,4
5,3,33,B2,박민성,남,61,4.31,3.94,0.27,37.5,18.8,6.3,6226 5551,,4.31,18.8, 온16-4-5,50.0/4,0.0/4,33.3/3,0.0/4,0.0/4,0.0/5,24,5.19,35.3,96,4.84,43.5,29.4,42,12.0,1.0,5,4
5,4,38,A2,기광서,남,56,4.35,4.35,0.24,41.2,23.5,5.9,5433 4341,,4.7,30.0," 일03-4-6, 일10-1-1",60.0/5,75.0/4,16.7/6,40.0/5,0.0/5,20.0/5,30,5.51,39.5,35,5.0,46.3,35.2,64,,1.0,5,4
5,5,46,A1,한  진,남,58,5.0,4.0,0.22,50.0,38.9,5.6,3442 2650,,5.0,38.9," 일08-5-2, 온15-2-4",80.0/5,75.0/4,50.0/4,50.0/6,60.0/5,0.0/4,28,4.51,20.9,14,4.51,42.6,25.0,90,,1.0,5,4
5,6,34,B1,임태경,여,49,3.88,3.31,0.26,37.5,25.0,12.5,1562 6026,,3.88,25.0, 일09-2-2,40.0/5,33.3/3,0.0/4,20.0/5,0.0/4,0.0/3,24,5.12,24.7,10,3.7,33.3,19.3,95,11.0,1.0,5,4
6,1,41,A1,문주엽,남,56,6.44,6.25,0.29,68.8,43.8,31.3,3154 1336,,6.52,47.8, 일07-3-6,50.0/4,60.0/5,57.1/7,75.0/8,40.0/5,33.3/3,32,4.06,22.1,34,4.24,36.2,25.9,3,,1.0,6,5
6,2,49,B2,한  운,남,55,3.43,3.21,0.29,21.4,7.1,0.0,6442 5446,,3.59,11.8, 일04-5-3,25.0/4,0.0/3,0.0/4,25.0/4,0.0/4,0.0/3,22,5.18,31.8,79,4.7,43.8,25.0,5,16.0,1.0,6,5
6,3,43,A2,박상현,남,62,5.59,5.59,0.21,52.9,35.3,11.8,2255 4122,,5.64,42.9," 일05-5-5, 온15-6-2",75.0/4,40.0/5,25.0/4,33.3/6,25.0/4,25.0/4,27,5.4,32.4,72,4.27,37.1,17.1,16,,1.0,6,5
6,4,36,B1,조규태,남,58,5.21,5.11,0.15,47.4,36.8,21.1,4523 5565,,5.32,36.4," 일01-3-5, 일10-6-2",50.0/6,75.0/4,66.7/6,20.0/5,0.0/4,16.7/6,31,5.13,27.6,63,5.22,50.6,29.9,65,,1.0,6,5
6,5,49,A2,이택근,남,60,7.35,7.24,0.17,76.5,70.6,35.3,1162 1424,,6.35,52.2, 일12-5-6,75.0/4,66.7/6,66.7/6,50.0/6,14.3/7,80.0/5,34,5.09,34.5,16,4.93,45.3,31.4,105,12.0,1.0,6,5
6,6,46,B1,길현태,남,55,6.47,6.47,0.21,70.6,41.2,29.4,1311 1631,,6.47,41.2, 일03-1-2,57.1/7,33.3/3,50.0/6,0.0/4,0.0/3,33.3/6,29,5.3,34.8,87,4.67,41.4,27.6,96,15.0,1.0,6,5
7,1,47,A2,원용관,남,57,4.89,4.82,0.21,42.1,26.3,10.5,3453 1624,,5.05,27.3," 일06-4-3, 일12-3-5",80.0/5,20.0/5,25.0/4,20.0/5,25.0/4,0.0/7,30,5.41,39.7,8,4.86,43.0,32.9,7,,2.0,1,5
7,2,40,A2,박설희,여,59,4.06,2.94,0.2,37.5,25.0,0.0,3022 5553,,3.82,18.2, 일01-2-4,33.3/3,0.0/2,0.0/5,33.3/3,33.3/3,0.0/5,21,4.75,25.3,100,4.86,48.9,27.8,127,1.0,2.0,1,5
7,3,34,B1,이진우,남,55,5.55,5.4,0.23,55.0,30.0,25.0,5653 3315,,5.55,30.0," 일03-6-5, 일09-1-1",75.0/4,50.0/6,50.0/4,14.3/7,0.0/5,0.0/6,32,5.25,37.1,71,4.51,40.0,26.7,47,,2.0,1,5
7,4,48,B1,서화모,남,55,5.37,4.84,0.26,47.4,26.3,15.8,4331 2104,,5.85,30.8," 일04-2-2, 일10-5-6",75.0/4,25.0/4,40.0/5,25.0/4,20.0/5,25.0/4,26,4.35,21.6,73,5.18,51.1,33.3,62,,2.0,1,5
7,5,38,A2,박준현,남,57,6.11,6.0,0.23,61.1,38.9,22.2,4215 3142,,6.11,38.9, 일07-1-3,60.0/5,40.0/5,66.7/6,20.0/5,20.0/5,50.0/6,32,4.88,32.9,24,4.25,40.3,20.8,129,16.0,2.0,1,5
7,6,50,B2,손근성,남,55,4.41,4.35,0.18,29.4,23.5,11.8,1345 2645,,4.41,23.5, 일05-3-1,83.3/6,40.0/5,40.0/5,20.0/5,0.0/4,0.0/5,30,4.83,27.7,62,5.22,48.2,32.9,82,15.0,2.0,1,5
8,1,53,A2,권명호,남,58,5.79,5.37,0.24,63.2,47.4,15.8,2125 2321,,6.27,54.5, 일06-2-6,75.0/4,80.0/5,57.1/7,80.0/5,80.0/5,50.0/4,30,5.24,32.6,20,4.44,47.5,26.2,117,1.0,4.0,1,5
8,2,38,A2,김선웅,남,63,4.68,4.42,0.16,42.1,21.1,10.5,1456 4462,,4.86,22.7," 일04-4-6, 일12-1-1",25.0/4,25.0/4,40.0/5,28.6/7,20.0/5,50.0/4,29,4.08,22.7,52,5.04,50.0,34.1,130,,4.0,1,5
8,3,52,B1,김대선,남,55,2.56,2.5,0.23,12.5,0.0,0.0,4656 6546,,2.89,0.0," 일01-1-1, 일08-3-5",20.0/5,0.0/5,0.0/3,0.0/4,0.0/5,0.0/5,27,5.18,35.3,64,4.98,45.7,32.1,137,,4.0,1,5
8,4,49,B2,이재학,남,57,5.67,5.53,0.27,60.0,40.0,20.0,5151 3422,,5.78,44.4, 온15-1-5,100.0/4,0.0/5,75.0/4,40.0/5,40.0/5,0.0/5,28,5.25,33.3,74,4.53,43.9,22.8,103,2.0,4.0,1,5
8,5,35,B1,김지영,여,52,5.27,4.8,0.22,53.3,26.7,20.0,4143 1533,,5.17,22.2, 일11-5-4,50.0/4,0.0/5,33.3/6,20.0/5,0.0/4,0.0/5,29,4.73,27.2,22,5.21,52.1,31.3,93,15.0,4.0,1,5
8,6,44,A2,구현구,남,64,6.05,5.79,0.25,68.4,42.1,15.8,6633 1242,,6.05,42.1," 일09-6-4, 온16-실격(면책)-1",60.0/5,50.0/4,25.0/4,33.3/3,25.0/4,33.3/6,26,5.19,28.6,33,3.87,38.3,18.3,121,,4.0,1,5
9,1,43,A1,김민길,남,57,6.5,5.56,0.26,72.2,50.0,33.3,2432 0123,,6.4,46.7, 일06-3-5,100.0/5,0.0/2,50.0/6,42.9/7,50.0/2,16.7/6,28,5.07,30.4,103,5.33,51.3,33.3,134,16.0,1.0,6,2
9,2,51,B2,황만주,남,63,4.0,3.33,0.29,20.0,20.0,13.3,1454 5624,,3.94,17.6," 일07-5-5, 온16-2-3",33.3/3,25.0/4,0.0/3,0.0/2,0.0/4,16.7/6,22,5.3,37.8,94,3.88,32.1,19.6,120,,1.0,6,2
9,3,51,B2,김종희,남,60,3.39,2.89,0.23,22.2,5.6,0.0,5546 5243,,3.62,7.7," 일02-6-2, 일10-4-5",66.7/3,0.0/3,0.0/3,0.0/4,0.0/3,0.0/3,19,4.28,23.0,54,4.92,41.8,36.7,84,,1.0,6,2
9,4,42,B2,장수영,남,56,4.33,2.58,0.17,58.3,16.7,0.0,3365 5203,,4.33,16.7, 일11-3-6,66.7/3,0.0/3,20.0/5,33.3/3,0.0/3,0.0/3,20,5.06,35.7,39,4.67,43.4,25.3,131,1.0,1.0,6,2
9,5,29,A2,정세혁,남,58,5.21,5.03,0.2,47.4,36.8,21.1,6156 4235,,5.05,36.4, 일01-5-2,83.3/6,16.7/6,60.0/5,0.0/5,20.0/5,20.0/5,32,4.45,29.9,107,4.64,42.5,30.0,49,3.0,1.0,6,2
9,6,41,A1,배혜민,남,57,5.83,5.67,0.24,61.1,38.9,22.2,2654 2111,,6.24,42.9," 일05-1-2, 일12-6-4",100.0/6,75.0/4,40.0/5,42.9/7,50.0/4,14.3/7,33,5.03,25.3,29,5.02,49.4,33.3,59,,1.0,6,2
10,1,54,A2,조현귀,남,62,3.53,2.2,0.21,26.7,13.3,6.7,0564 6644,,2.09,0.0, 일02-5-6,0.0/4,50.0/4,0.0/2,40.0/5,0.0/3,25.0/4,22,4.78,25.8,59,4.08,36.1,23.0,113,2.0,2.0,6,4
10,2,51,A1,이태희,남,57,5.94,4.78,0.23,55.6,33.3,33.3,1416 4111,,5.92,46.2, 일10-3-4,75.0/4,40.0/5,25.0/4,66.7/3,25.0/4,0.0/4,24,4.1,21.9,81,5.16,50.8,31.7,38,4.0,2.0,6,4
10,3,31,B2,전동욱,남,56,3.17,3.08,0.23,25.0,8.3,0.0,2356 5536,,4.0,21.4, 일12-2-2,50.0/2,75.0/4,50.0/2,0.0/3,0.0/4,0.0/2,17,4.23,23.2,61,5.26,52.2,34.4,115,3.0,2.0,6,4
10,4,44,A1,어선규,남,58,6.95,6.84,0.18,73.7,57.9,36.8,6131 1241,,6.5,50.0," 일05-6-3, 일11-2-5",60.0/5,80.0/5,50.0/4,80.0/5,20.0/5,50.0/4,28,5.38,37.5,30,5.63,53.8,36.3,142,,2.0,6,4
10,5,42,B1,황이태,남,58,5.13,4.81,0.26,56.3,25.0,0.0,3322 3552,,5.37,31.6," 일07-4-4, 온15-5-1",42.9/7,50.0/6,25.0/4,0.0/3,50.0/6,0.0/6,32,5.3,28.8,17,4.16,36.2,17.2,56,,2.0,6,4
10,6,42,A2,최영재,남,57,4.12,3.0,0.21,47.1,23.5,0.0,3662 6342,,4.12,23.5, 일08-4-4,40.0/5,40.0/5,66.7/3,0.0/3,0.0/5,0.0/6,27,4.65,22.7,78,4.96,50.6,31.8,70,16.0,2.0,6,4
11,1,48,B1,김종목,남,55,4.47,4.24,0.23,47.1,17.6,11.8,3335 4241,,4.25,15.0, 일05-4-4,60.0/5,50.0/4,16.7/6,0.0/4,0.0/6,0.0/4,29,4.18,18.2,23,5.3,51.9,30.9,51,1.0,2.0,3,6
11,2,36,A1,서  휘,남,55,6.67,6.42,0.18,66.7,55.6,27.8,5513 2421,,6.57,52.4, 일03-5-3,75.0/4,66.7/6,83.3/6,100.0/4,40.0/5,0.0/6,31,5.28,36.1,66,5.04,52.2,32.2,114,4.0,2.0,3,6
11,3,34,B1,임태경,여,49,3.88,3.31,0.26,37.5,25.0,12.5,1562 6026,,3.88,25.0, 일09-2-2,40.0/5,33.3/3,0.0/4,20.0/5,0.0/4,0.0/3,24,5.12,24.7,10,3.7,33.3,19.3,95,5.0,2.0,3,6
11,4,39,B2,김강현,남,55,5.69,5.54,0.21,69.2,23.1,7.7,5433 2534,,6.1,35.0, 일02-3-5,50.0/4,40.0/5,33.3/3,33.3/3,33.3/3,0.0/4,22,4.51,23.5,49,4.99,48.8,28.6,12,3.0,2.0,3,6
11,5,53,B1,김명진,남,59,2.81,2.44,0.27,18.8,6.3,0.0,2366 4665,,3.11,5.3," 일01-4-6, 일07-6-1",20.0/5,0.0/5,0.0/4,0.0/5,0.0/6,0.0/4,29,5.48,33.3,67,5.01,50.6,31.6,54,,2.0,3,6
11,6,28,A2,나종호,남,62,6.78,6.72,0.19,83.3,38.9,27.8,3131 3145,,6.52,38.1, 일10-2-3,80.0/5,60.0/5,20.0/5,50.0/4,0.0/5,0.0/5,29,5.21,40.3,13,4.69,42.5,27.6,48,2.0,2.0,3,6
12,1,49,A2,이택근,남,60,7.35,7.24,0.17,76.5,70.6,35.3,1162 1424,,6.35,52.2, 일12-5-6,75.0/4,66.7/6,66.7/6,50.0/6,14.3/7,80.0/5,34,5.09,34.5,16,4.93,45.3,31.4,105,6.0,1.0,3,4
12,2,33,B2,박민성,남,61,4.31,3.94,0.27,37.5,18.8,6.3,6226 5551,,4.31,18.8, 온16-4-5,50.0/4,0.0/4,33.3/3,0.0/4,0.0/4,0.0/5,24,5.19,35.3,96,4.84,43.5,29.4,42,5.0,1.0,3,4
12,3,44,A1,박종덕,남,55,6.78,6.67,0.2,77.8,66.7,22.2,2221 2232,,6.7,66.7," 일02-2-4, 온15-4-6",80.0/5,66.7/6,75.0/8,71.4/7,42.9/7,33.3/6,39,4.64,27.6,98,4.85,46.0,34.5,141,,1.0,3,4
12,4,35,A1,반혜진,여,52,5.12,4.88,0.23,52.9,29.4,5.9,2442 5334,,5.05,30.0, 일03-2-1,40.0/5,50.0/6,66.7/6,0.0/5,0.0/3,40.0/5,30,4.77,27.7,15,4.65,42.6,27.8,104,3.0,1.0,3,4
12,5,43,A2,김동경,남,58,4.05,3.79,0.31,31.6,15.8,5.3,4241 6546,,4.23,13.6, 일04-3-1,50.0/4,28.6/7,25.0/4,20.0/5,0.0/5,0.0/7,32,4.35,22.5,19,2.44,14.5,5.5,112,,1.0,3,4
12,6,43,B1,이승일,남,61,5.35,5.29,0.27,58.8,29.4,11.8,5152 3326,,5.15,25.0, 일06-1-2,40.0/5,66.7/6,66.7/3,0.0/3,0.0/5,25.0/4,26,3.96,18.8,40,3.32,23.2,17.9,29,,1.0,3,4
13,1,48,B2,김효년,남,55,8.25,8.25,0.12,93.8,68.8,56.3,2531 1113,,7.67,61.9, 특13-4-2,75.0/4,50.0/6,75.0/4,20.0/5,0.0/4,66.7/3,26,5.88,44.6,11,6.15,62.7,46.3,1,,1.0,5,3
13,2,39,A2,윤동오,남,60,6.35,6.18,0.18,64.7,58.8,17.6,4252 1124,,6.61,60.9, 특14-4-5,71.4/7,66.7/3,42.9/7,60.0/5,16.7/6,40.0/5,33,5.8,40.0,53,6.17,64.3,48.6,144,,1.0,5,3
13,3,37,B2,이동준,남,54,7.2,7.2,0.22,80.0,60.0,26.7,1322 2413,,7.0,57.1, 특13-5-4,100.0/4,50.0/4,100.0/4,66.7/6,33.3/6,33.3/3,27,5.83,42.2,5,7.27,78.1,57.8,74,,1.0,5,3
13,4,50,A1,이용세,남,55,7.63,7.53,0.17,81.3,81.3,31.3,2211 2241,,7.44,76.0, 특14-5-3,100.0/5,85.7/7,71.4/7,75.0/4,85.7/7,16.7/6,36,6.1,45.2,43,5.93,59.7,43.3,53,,1.0,5,3
13,5,37,A2,손지영,여,53,7.11,7.05,0.2,73.7,57.9,31.6,2122 4413,,7.0,56.0, 특14-6-6,100.0/6,60.0/5,66.7/6,16.7/6,20.0/5,16.7/6,34,5.85,45.9,27,6.41,68.5,46.6,140,,1.0,5,3
13,6,42,A2,이지수,여,57,6.88,6.72,0.18,81.3,56.3,12.5,2232 2231,,6.73,50.0, 특13-6-6,100.0/5,100.0/4,33.3/6,20.0/5,20.0/5,0.0/5,30,5.92,45.2,89,5.99,64.3,38.6,106,,1.0,5,3
14,1,34,A1,조성인,남,55,7.56,7.5,0.2,81.3,62.5,43.8,1314 1321,,8.04,68.0, 특14-1-1,87.5/8,100.0/4,83.3/6,57.1/7,71.4/7,57.1/7,39,6.31,46.9,41,6.35,66.7,50.0,98,,1.0,3,2
14,2,45,A1,김종민,남,56,8.0,7.74,0.17,78.9,73.7,63.2,1622 1114,,8.32,76.0, 특13-1-1,85.7/7,100.0/5,100.0/6,60.0/5,80.0/5,12.5/8,36,5.84,38.7,42,6.01,62.0,43.7,77,,1.0,3,2
14,3,37,A2,안지민,여,51,7.22,6.83,0.26,83.3,44.4,33.3,4311 1443,,7.22,44.4, 특13-2-5,60.0/5,60.0/5,40.0/5,80.0/5,25.0/4,66.7/3,27,6.66,54.8,68,6.35,65.2,42.0,147,,1.0,3,2
